time,open,high,low,close,volume
2023-01-04 10:00:00+00:00,16848.2,16848.4,16834.7,16846.9,82365.0
2023-01-04 11:00:00+00:00,16847.0,16855.9,16837.4,16837.5,72700.0
2023-01-04 12:00:00+00:00,16837.5,16849.9,16812.0,16818.5,184562.0
2023-01-04 13:00:00+00:00,16818.5,16840.6,16815.4,16828.9,131083.0
2023-01-04 14:00:00+00:00,16828.9,16863.5,16798.0,16826.1,477215.0
2023-01-04 15:00:00+00:00,16826.0,16856.7,16766.8,16853.4,538939.0
2023-01-04 16:00:00+00:00,16854.4,16898.0,16831.8,16856.9,282668.0
2023-01-04 17:00:00+00:00,16857.0,16942.9,16848.3,16891.3,366880.0
2023-01-04 18:00:00+00:00,16891.3,16984.2,16870.5,16946.8,338716.0
2023-01-04 19:00:00+00:00,16946.7,16988.9,16785.1,16839.8,677460.0
2023-01-04 20:00:00+00:00,16839.8,16848.0,16775.2,16806.0,203422.0
2023-01-04 21:00:00+00:00,16806.0,16826.9,16794.0,16826.3,75325.0
2023-01-04 22:00:00+00:00,16826.3,16844.6,16814.8,16825.1,52952.0
2023-01-04 23:00:00+00:00,16825.1,16866.0,16813.0,16850.6,124167.0
2023-01-05 00:00:00+00:00,16850.7,16877.1,16830.0,16830.0,145772.0
2023-01-05 01:00:00+00:00,16830.0,16852.6,16810.4,16837.8,126196.0
2023-01-05 02:00:00+00:00,16837.8,16846.2,16828.0,16839.7,53309.0
2023-01-05 03:00:00+00:00,16839.7,16840.3,16822.2,16829.0,59775.0
2023-01-05 04:00:00+00:00,16829.0,16844.3,16825.3,16839.8,53412.0
2023-01-05 05:00:00+00:00,16839.8,16850.8,16838.8,16846.0,61002.0
2023-01-05 06:00:00+00:00,16846.1,16846.1,16814.1,16820.5,87493.0
2023-01-05 07:00:00+00:00,16820.5,16827.1,16792.4,16827.0,170067.0
2023-01-05 08:00:00+00:00,16827.1,16830.7,16794.5,16808.2,118509.0
2023-01-05 09:00:00+00:00,16808.2,16812.0,16780.9,16806.6,186419.0
2023-01-05 10:00:00+00:00,16806.6,16838.4,16803.6,16824.4,129070.0
2023-01-05 11:00:00+00:00,16824.5,16836.9,16815.8,16833.0,59501.0
2023-01-05 12:00:00+00:00,16832.9,16833.0,16816.3,16820.5,60593.0
2023-01-05 13:00:00+00:00,16820.5,16828.6,16774.1,16779.2,278958.0
2023-01-05 14:00:00+00:00,16779.1,16838.9,16755.9,16831.4,644006.0
2023-01-05 15:00:00+00:00,16831.4,16881.0,16827.3,16846.2,591478.0
2023-01-05 16:00:00+00:00,16846.2,16864.0,16825.1,16840.0,169363.0
2023-01-05 17:00:00+00:00,16840.0,16846.8,16813.0,16814.2,60017.0
2023-01-05 18:00:00+00:00,16814.2,16848.0,16802.0,16845.6,88353.0
2023-01-05 19:00:00+00:00,16845.7,16879.8,16832.6,16869.1,163208.0
2023-01-05 20:00:00+00:00,16869.1,16873.0,16851.9,16862.1,63456.0
2023-01-05 21:00:00+00:00,16862.2,16865.0,16836.6,16851.5,42189.0
2023-01-05 22:00:00+00:00,16851.5,16859.7,16837.1,16841.2,49716.0
2023-01-05 23:00:00+00:00,16841.2,16849.7,16822.9,16834.4,90615.0
2023-01-06 00:00:00+00:00,16834.3,16871.9,16827.5,16861.5,114278.0
2023-01-06 01:00:00+00:00,16861.5,16863.0,16821.0,16825.7,128265.0
2023-01-06 02:00:00+00:00,16825.6,16836.5,16799.9,16836.5,132395.0
2023-01-06 03:00:00+00:00,16836.5,16839.0,16825.1,16831.0,67964.0
2023-01-06 04:00:00+00:00,16831.0,16833.7,16802.5,16821.2,117259.0
2023-01-06 05:00:00+00:00,16821.1,16821.5,16787.9,16809.1,142757.0
2023-01-06 06:00:00+00:00,16809.1,16813.3,16779.9,16785.9,154418.0
2023-01-06 07:00:00+00:00,16785.9,16802.1,16779.7,16792.5,82608.0
2023-01-06 08:00:00+00:00,16792.5,16812.0,16792.5,16801.5,63896.0
2023-01-06 09:00:00+00:00,16801.5,16801.5,16763.6,16788.9,136262.0
2023-01-06 10:00:00+00:00,16788.9,16804.1,16766.0,16770.1,74507.0
2023-01-06 11:00:00+00:00,16770.0,16774.7,16710.0,16744.3,502357.0
2023-01-06 12:00:00+00:00,16744.3,16753.0,16724.0,16736.5,178788.0
2023-01-06 13:00:00+00:00,16736.4,16819.5,16675.3,16778.4,984498.0
2023-01-06 14:00:00+00:00,16778.4,16795.6,16724.3,16752.2,301872.0
2023-01-06 15:00:00+00:00,16752.3,16849.8,16752.3,16844.7,512450.0
2023-01-06 16:00:00+00:00,16844.7,16851.9,16810.0,16830.3,173157.0
2023-01-06 17:00:00+00:00,16829.4,16845.7,16813.7,16821.0,93795.0
2023-01-06 18:00:00+00:00,16821.0,16861.9,16821.0,16849.3,154195.0
2023-01-06 19:00:00+00:00,16850.8,16961.9,16845.5,16934.4,381195.0
2023-01-06 20:00:00+00:00,16935.0,17036.0,16884.8,16892.8,705700.0
2023-01-06 21:00:00+00:00,16891.8,16944.0,16886.0,16925.3,168127.0
2023-01-06 22:00:00+00:00,16925.4,16961.0,16925.4,16952.0,114332.0
2023-01-06 23:00:00+00:00,16952.1,16975.2,16936.0,16944.6,150065.0
2023-01-07 00:00:00+00:00,16944.6,16976.2,16931.7,16976.2,165333.0
2023-01-07 01:00:00+00:00,16976.1,16981.2,16943.2,16950.1,142211.0
2023-01-07 02:00:00+00:00,16950.0,16955.9,16938.6,16943.9,85214.0
2023-01-07 03:00:00+00:00,16943.9,16955.5,16938.0,16955.0,57128.0
2023-01-07 04:00:00+00:00,16955.0,16955.1,16937.5,16938.9,43218.0
2023-01-07 05:00:00+00:00,16938.9,16943.7,16931.5,16938.3,36662.0
2023-01-07 06:00:00+00:00,16938.3,16940.1,16924.6,16936.1,76948.0
2023-01-07 07:00:00+00:00,16936.0,16951.1,16936.0,16950.4,54032.0
2023-01-07 08:00:00+00:00,16950.4,16954.1,16928.4,16929.3,93539.0
2023-01-07 09:00:00+00:00,16929.4,16933.1,16922.8,16929.1,74672.0
2023-01-07 10:00:00+00:00,16929.2,16929.2,16912.2,16924.3,91875.0
2023-01-07 11:00:00+00:00,16924.2,16927.1,16910.9,16920.5,61157.0
2023-01-07 12:00:00+00:00,16920.5,16922.6,16910.7,16919.4,58357.0
2023-01-07 13:00:00+00:00,16919.4,16939.7,16915.0,16920.0,82653.0
2023-01-07 14:00:00+00:00,16919.9,16949.0,16911.0,16941.4,75261.0
2023-01-07 15:00:00+00:00,16941.4,16948.0,16939.3,16942.1,39965.0
2023-01-07 16:00:00+00:00,16942.1,16942.1,16914.3,16923.1,86799.0
2023-01-07 17:00:00+00:00,16923.0,16936.7,16920.0,16930.4,24898.0
2023-01-07 18:00:00+00:00,16930.4,16941.3,16930.3,16939.7,17911.0
2023-01-07 19:00:00+00:00,16939.7,16945.8,16938.0,16944.0,20302.0
2023-01-07 20:00:00+00:00,16944.0,16952.0,16935.5,16947.4,59111.0
2023-01-07 21:00:00+00:00,16947.5,16950.0,16938.2,16939.1,28098.0
2023-01-07 22:00:00+00:00,16939.0,16939.6,16929.0,16935.5,35554.0
2023-01-07 23:00:00+00:00,16935.5,16948.3,16930.0,16946.8,37180.0
2023-01-08 00:00:00+00:00,16946.8,16954.0,16911.0,16925.6,119901.0
2023-01-08 01:00:00+00:00,16925.7,16935.9,16915.1,16932.2,65371.0
2023-01-08 02:00:00+00:00,16932.2,16934.9,16920.6,16931.6,28121.0
2023-01-08 03:00:00+00:00,16931.6,16947.0,16929.9,16946.9,42581.0
2023-01-08 04:00:00+00:00,16946.9,16947.0,16938.2,16938.2,37509.0
2023-01-08 05:00:00+00:00,16938.2,16945.5,16938.2,16945.5,27616.0
2023-01-08 06:00:00+00:00,16945.5,16956.6,16936.4,16956.6,73050.0
2023-01-08 07:00:00+00:00,16956.6,16957.5,16948.7,16956.5,65866.0
2023-01-08 08:00:00+00:00,16956.5,16957.5,16941.4,16946.7,55443.0
2023-01-08 09:00:00+00:00,16946.6,16967.9,16922.4,16934.9,195034.0
2023-01-08 10:00:00+00:00,16934.9,16937.5,16933.6,16937.3,30425.0
2023-01-08 11:00:00+00:00,16937.3,16939.7,16923.5,16923.6,45215.0
2023-01-08 12:00:00+00:00,16923.6,16930.0,16920.7,16920.7,64889.0
2023-01-08 13:00:00+00:00,16920.7,16937.5,16920.0,16931.0,41042.0
2023-01-08 14:00:00+00:00,16931.0,16956.5,16931.0,16954.7,96430.0
2023-01-08 15:00:00+00:00,16954.7,17018.0,16939.2,16999.2,306079.0
2023-01-08 16:00:00+00:00,17000.1,17026.2,16916.1,16936.2,460445.0
2023-01-08 17:00:00+00:00,16936.2,16953.9,16919.9,16928.4,112133.0
2023-01-08 18:00:00+00:00,16928.4,16934.5,16918.8,16927.3,39770.0
2023-01-08 19:00:00+00:00,16927.2,16939.4,16923.2,16928.3,33657.0
2023-01-08 20:00:00+00:00,16927.4,16984.5,16926.2,16970.0,152544.0
2023-01-08 21:00:00+00:00,16969.9,16989.9,16947.7,16957.8,131564.0
2023-01-08 22:00:00+00:00,16957.9,16975.6,16952.9,16963.3,84647.0
2023-01-08 23:00:00+00:00,16963.4,17189.5,16963.4,17129.9,994584.0
2023-01-09 00:00:00+00:00,17129.9,17199.0,17105.1,17187.0,574838.0
2023-01-09 01:00:00+00:00,17186.9,17240.0,17144.5,17173.2,593715.0
2023-01-09 02:00:00+00:00,17173.1,17248.6,17160.4,17188.3,648415.0
2023-01-09 03:00:00+00:00,17188.3,17213.0,17178.1,17194.7,181943.0
2023-01-09 04:00:00+00:00,17194.6,17245.9,17192.3,17224.7,240236.0
2023-01-09 05:00:00+00:00,17224.7,17258.4,17198.1,17204.0,302667.0
2023-01-09 06:00:00+00:00,17204.0,17213.0,17181.2,17191.1,133065.0
2023-01-09 07:00:00+00:00,17191.1,17213.8,17186.8,17198.1,112299.0
2023-01-09 08:00:00+00:00,17198.0,17234.9,17188.0,17190.8,220511.0
2023-01-09 09:00:00+00:00,17190.2,17266.8,17188.9,17237.1,442373.0
2023-01-09 10:00:00+00:00,17237.0,17283.0,17233.9,17262.7,269541.0
2023-01-09 11:00:00+00:00,17262.7,17278.4,17236.5,17238.8,157509.0
2023-01-09 12:00:00+00:00,17238.8,17252.6,17233.0,17251.1,118309.0
2023-01-09 13:00:00+00:00,17250.0,17295.0,17193.5,17229.4,459889.0
2023-01-09 14:00:00+00:00,17229.3,17277.8,17212.0,17266.7,330126.0
2023-01-09 15:00:00+00:00,17266.7,17339.3,17233.0,17273.1,651753.0
2023-01-09 16:00:00+00:00,17271.8,17356.7,17270.1,17326.8,396633.0
2023-01-09 17:00:00+00:00,17328.5,17373.0,17319.0,17356.3,264268.0
2023-01-09 18:00:00+00:00,17356.2,17399.7,17324.0,17347.8,352774.0
2023-01-09 19:00:00+00:00,17348.7,17348.9,17294.1,17294.1,133436.0
2023-01-09 20:00:00+00:00,17294.1,17308.5,17180.0,17219.9,510322.0
2023-01-09 21:00:00+00:00,17220.4,17244.8,17167.0,17181.5,233907.0
2023-01-09 22:00:00+00:00,17181.7,17221.8,17169.4,17206.1,131351.0
2023-01-09 23:00:00+00:00,17206.2,17206.2,17130.0,17180.9,255464.0
2023-01-10 00:00:00+00:00,17180.5,17221.9,17180.3,17221.0,164684.0
2023-01-10 01:00:00+00:00,17221.6,17238.2,17190.7,17197.5,157380.0
2023-01-10 02:00:00+00:00,17197.5,17217.7,17151.8,17188.0,359382.0
2023-01-10 03:00:00+00:00,17189.1,17212.1,17178.0,17211.6,75303.0
2023-01-10 04:00:00+00:00,17211.7,17223.0,17200.9,17223.0,80175.0
2023-01-10 05:00:00+00:00,17222.9,17235.9,17212.0,17230.0,108237.0
2023-01-10 06:00:00+00:00,17229.9,17234.9,17193.3,17208.4,97223.0
2023-01-10 07:00:00+00:00,17208.5,17213.8,17196.3,17205.4,80315.0
2023-01-10 08:00:00+00:00,17205.5,17269.0,17191.2,17256.3,257062.0
2023-01-10 09:00:00+00:00,17256.3,17276.6,17243.0,17249.9,185761.0
2023-01-10 10:00:00+00:00,17249.9,17275.0,17235.4,17270.6,102398.0
2023-01-10 11:00:00+00:00,17270.6,17284.4,17249.5,17252.6,109770.0
2023-01-10 12:00:00+00:00,17252.6,17254.4,17215.7,17221.9,196531.0
2023-01-10 13:00:00+00:00,17222.0,17251.9,17209.0,17244.6,159748.0
2023-01-10 14:00:00+00:00,17244.6,17323.3,17217.4,17285.3,734763.0
2023-01-10 15:00:00+00:00,17285.4,17368.4,17270.0,17321.4,735795.0
2023-01-10 16:00:00+00:00,17322.1,17338.5,17283.0,17300.5,244082.0
2023-01-10 17:00:00+00:00,17300.5,17336.0,17287.5,17324.5,127876.0
2023-01-10 18:00:00+00:00,17324.5,17441.3,17324.4,17431.0,551857.0
2023-01-10 19:00:00+00:00,17431.0,17452.0,17396.0,17428.9,225364.0
2023-01-10 20:00:00+00:00,17429.0,17487.9,17401.8,17472.4,370883.0
2023-01-10 21:00:00+00:00,17472.4,17487.0,17445.9,17461.1,142121.0
2023-01-10 22:00:00+00:00,17461.2,17461.2,17417.0,17426.3,126649.0
2023-01-10 23:00:00+00:00,17426.6,17440.6,17404.7,17437.0,112531.0
2023-01-11 00:00:00+00:00,17437.0,17494.5,17426.3,17464.0,328905.0
2023-01-11 01:00:00+00:00,17464.0,17510.0,17434.2,17455.2,297470.0
2023-01-11 02:00:00+00:00,17455.2,17458.0,17381.0,17388.4,204364.0
2023-01-11 03:00:00+00:00,17388.4,17420.0,17367.5,17412.6,218189.0
2023-01-11 04:00:00+00:00,17412.6,17419.4,17390.2,17409.0,87878.0
2023-01-11 05:00:00+00:00,17408.9,17434.0,17398.1,17405.9,129387.0
2023-01-11 06:00:00+00:00,17405.9,17443.4,17388.0,17436.5,151798.0
2023-01-11 07:00:00+00:00,17436.5,17460.3,17432.3,17445.0,140338.0
2023-01-11 08:00:00+00:00,17445.0,17449.1,17407.5,17449.0,154174.0
2023-01-11 09:00:00+00:00,17449.1,17475.4,17439.0,17444.1,141256.0
2023-01-11 10:00:00+00:00,17444.0,17458.3,17437.6,17440.3,73101.0
2023-01-11 11:00:00+00:00,17440.2,17454.0,17428.5,17437.0,75067.0
2023-01-11 12:00:00+00:00,17437.0,17437.1,17403.0,17419.5,146459.0
2023-01-11 13:00:00+00:00,17419.4,17431.7,17386.7,17415.8,156475.0
2023-01-11 14:00:00+00:00,17415.8,17436.4,17378.0,17414.9,216360.0
2023-01-11 15:00:00+00:00,17414.8,17436.0,17319.9,17335.6,478438.0
2023-01-11 16:00:00+00:00,17334.4,17369.9,17326.1,17349.3,148744.0
2023-01-11 17:00:00+00:00,17348.3,17391.5,17344.4,17381.5,117952.0
2023-01-11 18:00:00+00:00,17381.5,17560.0,17381.4,17484.4,698254.0
2023-01-11 19:00:00+00:00,17484.3,17553.0,17468.5,17549.0,256760.0
2023-01-11 20:00:00+00:00,17549.0,17579.9,17508.6,17553.0,266851.0
2023-01-11 21:00:00+00:00,17551.1,17569.8,17530.6,17554.1,139552.0
2023-01-11 22:00:00+00:00,17554.1,17590.9,17512.2,17553.0,404008.0
2023-01-11 23:00:00+00:00,17553.0,18005.3,17547.9,17943.0,2376499.0
2023-01-12 00:00:00+00:00,17943.0,18301.0,17906.0,18265.8,1780346.0
2023-01-12 01:00:00+00:00,18265.8,18295.0,18143.6,18221.1,949396.0
2023-01-12 02:00:00+00:00,18221.1,18396.0,18181.0,18206.1,824839.0
2023-01-12 03:00:00+00:00,18206.7,18239.6,18200.0,18222.8,224522.0
2023-01-12 04:00:00+00:00,18222.6,18232.1,18200.0,18215.4,134591.0
2023-01-12 05:00:00+00:00,18215.4,18243.0,18069.7,18088.9,492977.0
2023-01-12 06:00:00+00:00,18088.8,18164.7,18088.8,18147.9,301758.0
2023-01-12 07:00:00+00:00,18147.9,18174.7,18119.0,18138.6,232087.0
2023-01-12 08:00:00+00:00,18138.7,18155.5,18073.8,18155.4,215990.0
2023-01-12 09:00:00+00:00,18155.5,18172.0,18130.5,18165.7,175098.0
2023-01-12 10:00:00+00:00,18165.7,18213.9,18142.4,18184.8,207562.0
2023-01-12 11:00:00+00:00,18185.4,18221.7,18164.5,18200.1,195484.0
2023-01-12 12:00:00+00:00,18200.0,18277.0,18167.0,18268.1,446553.0
2023-01-12 13:00:00+00:00,18268.1,18368.0,18000.0,18284.8,3370249.0
2023-01-12 14:00:00+00:00,18284.8,18351.9,17925.3,17997.8,1930563.0
2023-01-12 15:00:00+00:00,17998.4,18137.9,17990.7,18086.0,612971.0
2023-01-12 16:00:00+00:00,18086.0,18147.8,18057.9,18133.8,333155.0
2023-01-12 17:00:00+00:00,18133.7,18910.0,18104.2,18847.0,2855967.0
2023-01-12 18:00:00+00:00,18846.9,19000.0,18619.0,18797.4,1867941.0
2023-01-12 19:00:00+00:00,18797.5,19079.2,18759.1,18884.9,1053474.0
2023-01-12 20:00:00+00:00,18885.0,19099.0,18823.6,19050.0,640085.0
2023-01-12 21:00:00+00:00,19049.6,19126.2,18759.6,18827.0,1129409.0
2023-01-12 22:00:00+00:00,18827.0,18930.1,18773.6,18911.4,270229.0
2023-01-12 23:00:00+00:00,18909.9,18909.9,18842.4,18842.5,193091.0
2023-01-13 00:00:00+00:00,18842.4,18883.8,18713.9,18772.1,492759.0
2023-01-13 01:00:00+00:00,18772.0,18814.2,18746.6,18808.6,219984.0
2023-01-13 02:00:00+00:00,18808.6,18839.7,18786.6,18836.9,199439.0
2023-01-13 03:00:00+00:00,18835.4,18879.9,18821.2,18873.6,204555.0
2023-01-13 04:00:00+00:00,18873.5,18875.8,18814.9,18819.5,164346.0
2023-01-13 05:00:00+00:00,18819.4,18833.2,18777.9,18786.1,231485.0
2023-01-13 06:00:00+00:00,18786.0,18861.8,18780.8,18850.0,161672.0
2023-01-13 07:00:00+00:00,18850.0,18851.7,18783.0,18822.0,225045.0
2023-01-13 08:00:00+00:00,18823.0,18856.4,18809.4,18839.2,169083.0
2023-01-13 09:00:00+00:00,18839.2,18934.1,18838.7,18907.3,530491.0
2023-01-13 10:00:00+00:00,18907.3,19061.1,18858.2,19040.1,1079654.0
2023-01-13 11:00:00+00:00,19040.0,19040.0,18888.8,18918.6,528079.0
2023-01-13 12:00:00+00:00,18918.7,18933.8,18811.1,18863.0,474825.0
2023-01-13 13:00:00+00:00,18863.0,18902.3,18814.0,18855.1,380921.0
2023-01-13 14:00:00+00:00,18855.1,19150.8,18833.5,18995.2,1171094.0
2023-01-13 15:00:00+00:00,18995.1,19315.1,18988.8,19259.5,2589372.0
2023-01-13 16:00:00+00:00,19259.6,19271.1,19058.6,19133.8,1158955.0
2023-01-13 17:00:00+00:00,19133.8,19410.5,19104.2,19254.1,1401985.0
2023-01-13 18:00:00+00:00,19254.1,19386.0,19254.1,19289.1,626320.0
2023-01-13 19:00:00+00:00,19289.1,19372.0,19245.2,19363.5,537626.0
2023-01-13 20:00:00+00:00,19362.1,19496.9,19313.0,19470.4,1077659.0
2023-01-13 21:00:00+00:00,19470.5,19911.8,19367.6,19816.3,2278866.0
2023-01-13 22:00:00+00:00,19816.3,20035.9,19790.0,19850.5,1219429.0
2023-01-13 23:00:00+00:00,19850.5,19943.7,19730.2,19928.8,641677.0
2023-01-14 00:00:00+00:00,19928.9,21555.0,19890.3,20908.0,6789132.0
2023-01-14 01:00:00+00:00,20906.3,21119.3,20708.4,20935.0,1526114.0
2023-01-14 02:00:00+00:00,20938.4,21062.6,20850.0,20957.8,1062746.0
2023-01-14 03:00:00+00:00,20957.9,21009.2,20800.7,20990.8,642288.0
2023-01-14 04:00:00+00:00,20990.9,21096.2,20897.6,20918.6,602014.0
2023-01-14 05:00:00+00:00,20917.1,20936.6,20810.0,20872.3,527015.0
2023-01-14 06:00:00+00:00,20870.8,21006.0,20870.7,20980.9,321991.0
2023-01-14 07:00:00+00:00,20980.9,20990.7,20865.0,20924.6,317631.0
2023-01-14 08:00:00+00:00,20921.4,21040.0,20889.3,21008.5,456060.0
2023-01-14 09:00:00+00:00,21010.9,21016.6,20320.0,20539.3,2920725.0
2023-01-14 10:00:00+00:00,20539.3,20539.3,20216.1,20502.1,1120621.0
2023-01-14 11:00:00+00:00,20501.0,20752.2,20478.1,20719.5,987239.0
2023-01-14 12:00:00+00:00,20717.7,20970.0,20570.0,20900.5,1171331.0
2023-01-14 13:00:00+00:00,20902.0,20980.6,20771.9,20922.3,627453.0
2023-01-14 14:00:00+00:00,20922.2,21245.0,20528.0,20813.9,1792490.0
2023-01-14 15:00:00+00:00,20814.0,20875.8,20601.9,20770.1,778504.0
2023-01-14 16:00:00+00:00,20770.2,20872.2,20752.0,20815.6,560057.0
2023-01-14 17:00:00+00:00,20815.7,20931.4,20732.5,20761.9,488867.0
2023-01-14 18:00:00+00:00,20761.8,20806.9,20656.3,20764.2,350868.0
2023-01-14 19:00:00+00:00,20765.7,20873.4,20722.5,20792.6,276425.0
